,kind,link,name,pitch,joined,location,market,size,stage,raised,website,years,annual_raised,raised_2mil,raised_12mil,size_numeric,followers,following,tweets
123,Startup,https://angel.co/company/docsapp,DocsApp,"
Making quality healthcare easily accessible to over a billion people! 
",10/1/2015,Bengaluru,Artificial Intelligence,201-500,Series A,8400000,docsapp.in,4.652054795,1805653.71,1,0,350,23,67,94
124,Startup,https://angel.co/company/chai,Chai,"
A biological testing lab on your desktop
",12/1/2014,Santa Clara,Medical Devices,Nov-50,Seed,5000000,chaibio.com,5.484931507,911588.4116,1,0,25,338,209,7743
125,Startup,https://angel.co/company/peerwell,PeerWell,"
Surgery Optimization Platform for Musculoskeletal Health
",2/1/2015,Austin,Medical Technologies,Nov-50,Series A,8600000,peerwell.co,5.315068493,1618041.237,1,0,25,1087,600,1399
126,Startup,https://angel.co/company/aira,Aira,"
Visual Interpreter
",5/1/2015,San Diego,Assisitive Technology,Nov-50,Seed,4080000,aira.io,5.071232877,804538.0875,1,0,25,2367,777,2705
127,Startup,https://angel.co/company/titanfile,TitanFile,"
The easiest and most comprehensive way to correspond and share files in total security
",5/1/2011,Toronto,Insurance,10-Jan,Seed,1350000,titanfile.com,9.073972603,148777.1739,0,0,5,754,625,2171
128,Startup,https://angel.co/company/care-at-hand,Care at Hand,"
Predictive Analytics Powered by Non-medical Staff
",11/1/2011,San Francisco,Mobile Health,10-Jan,Acquired,1350000,careathand.com,8.569863014,157528.7724,0,0,5,0,0,0
129,Startup,https://angel.co/company/dorsata,Dorsata,"
Driving better clinical decisions that are informed by patient data and best practices
",10/1/2013,Washington DC,Health Care Information Technology,10-Jan,Seed,1745000,dorsata.com,6.652054795,262324.9588,0,0,5,7,0,8
130,Startup,https://angel.co/company/watsi,Watsi,"
Building technology to finance healthcare for everyone
",7/1/2013,Remote,Crowdfunding,Nov-50,Seed,1200000,watsi.org,6.904109589,173809.5238,0,0,25,7391,1091,5698
131,Startup,https://angel.co/company/digitalmr,DigitalMR,"
Next Generation Market Research
",3/1/2014,London,Fast-Moving Consumer Goods,Nov-50,Seed,1020000,digital-mr.com,6.238356164,163504.6113,0,0,25,4563,4298,6113
132,Startup,https://angel.co/company/nurep,Nurep,"
Telesurgery - Stanford StartX Med
",3/1/2013,Palo Alto,Medical Devices,10-Jan,Seed,1800000,nurep.com,7.238356164,248675.246,0,0,5,7,1,0
133,Startup,https://angel.co/company/crowdmed,CrowdMed,"
CrowdMed empowers anyone to solve medical mysteries
",10/1/2012,San Francisco,Crowdsourcing,10-Jan,Seed,3145000,crowdmed.com,7.652054795,411000.7161,1,0,5,0,0,0
134,Startup,https://angel.co/company/movecoach,Runcoach,"
The real person app
",12/1/2012,Burlingame,Corporate Wellness,Nov-50,Seed,1000000,runcoach.com,7.484931507,133601.757,0,0,25,2,1,0
135,Startup,https://angel.co/company/benefitter,Benefitter,"
Fidelity for Healthcare
",11/1/2012,San Francisco,Insurance,Nov-50,Seed,2700000,benefitter.com,7.567123288,356806.6618,1,0,25,205,110,250
136,Startup,https://angel.co/company/sense-health,Sense Health,"
Smart communication designed for healthcare
",12/1/2012,New York City,Mobile Health,Nov-50,Seed,2000000,sensehealth.com,7.484931507,267203.5139,0,0,25,0,0,0
137,Startup,https://angel.co/company/rise-2,Rise,"
Affordable & effective 1:1 nutrition coaching
",10/1/2013,San Francisco,,10-Jan,Acquired,2300000,rise.us,6.652054795,345757.8254,1,0,5,2290,289,2404
138,Startup,https://angel.co/company/telepharm,TelePharm,"
Telemedicine platform for pharmacies (and everyone)
",10/1/2013,Iowa City,Video Chat,Nov-50,-,2500000,telepharm.com,6.652054795,375823.7232,1,0,25,4,0,0
139,Startup,https://angel.co/company/goodmouth,GoodMouth,"
Oral Care. Delivered
",6/1/2014,New York City,Subscription Businesses,10-Jan,Seed,1005000,goodmouth.com,5.98630137,167883.2952,0,0,5,3,2,15
140,Startup,https://angel.co/company/amstatz,amSTATZ,"
Cloud-based software for personal trainers and studios
",2/1/2014,Chicago,Fitness,Nov-50,Seed,1450000,amstatz.com,6.315068493,229609.5445,0,0,25,833,360,2519
141,Startup,https://angel.co/company/iscribes,iScribes,"
Medical documentation for the modern physician
",7/1/2015,Durham,SaaS,51-200,Seed,1040000,iscribes.co,4.904109589,212067.0391,0,0,125,2,16,5
142,Startup,https://angel.co/company/nursegrid,NurseGrid,"
Scheduling and Staffing Technology Built for Nurses
",9/1/2014,Portland,Hospitals,Nov-50,Seed,3760000,nursegrid.com,5.734246575,655709.5079,1,0,25,4738,1740,9738
143,Startup,https://angel.co/company/i-human-patients,i-Human Patients,"
",3/1/2016,Sunnyvale,Education Technology,Nov-50,Series A,2000000,i-human.com,4.235616438,472186.2872,0,0,25,0,0,0
144,Startup,https://angel.co/company/yosi,Yosi,"
Digital patient engagement platform 
",4/1/2015,New York City,Mobile Health,10-Jan,Pre-Seed,1250000,yosicare.com,5.153424658,242557.1505,0,0,5,666,760,9368
145,Startup,https://angel.co/company/doctorbase-acquired-by-kareo,DoctorBase (acquired by Kareo),"
Patient Engagement Software
",12/1/2010,San Francisco,Heathcare,Nov-50,Seed,1000000,DoctorBase.com,9.487671233,105399.9422,0,0,25,0,0,0
146,Startup,https://angel.co/company/datagenno,DataGenno,"
Portal for health care professionals and patients
",3/1/2011,Chicago,Pharmaceuticals,10-Jan,Seed,600000,datagenno.com,9.24109589,64927.36436,0,0,5,61,34,1
147,Startup,https://angel.co/company/sickweather,Sickweather,"
Waze for sickness
",11/1/2011,Baltimore,Mobile Health,10-Jan,Seed,870000,sickweather.com,8.569863014,101518.5422,0,0,5,3409,941,6094
148,Startup,https://angel.co/company/improve,Improve,"
Online Marketplace for Fitness & Tennis Training
",11/1/2011,Austin,Fitness,Nov-50,Seed,650000,fitnesstrainer.com,8.569863014,75847.1867,0,0,25,14,0,1
149,Startup,https://angel.co/company/umbie-dentalcare,Umbie DentalCare,"
We deliver office management, practice accountability,  and patient engagement solutions
",11/1/2011,East Hartford,Mobile Health,10-Jan,-,685000,umbiedentalcare.com,8.569863014,79931.26598,0,0,5,0,0,0
150,Startup,https://angel.co/company/clickcare,ClickCare,"
Simple, secure, spectacular hybrid store and forward telemedicine
",3/1/2012,Binghamton,mHealth,10-Jan,Seed,500000,clickcare.com,8.238356164,60691.71932,0,0,5,1277,2003,4538
151,Startup,https://angel.co/company/sweatguru,SweatGuru,"
Bringing people together around fitness 
",10/1/2012,San Francisco,Fitness,10-Jan,Seed,500000,sweatguru.com,7.652054795,65341.92624,0,0,5,0,0,0
152,Startup,https://angel.co/company/klinify,klinify,"
Digital Medical Assistant 
",2/1/2013,Singapore,Mobile Health,Nov-50,Acquired,605000,klinify.com,7.315068493,82705.99251,0,0,25,207,892,431
153,Startup,https://angel.co/company/meludia,Meludia,"
Musical Brain Training
",8/1/2013,Paris,Music Education,Nov-50,Seed,888350,meludia.com,6.819178082,130272.2981,0,0,25,0,3,3
154,Startup,https://angel.co/company/you-app,Fifth Corner Inc.,"
Wellbeing and performance coaching for modern organizations
",3/1/2013,Helsinki,B2B,10-Jan,Seed,550000,fifthcornerinc.com,7.238356164,75984.10295,0,0,5,0,0,0
155,Startup,https://angel.co/company/image32,image32,"
A disruptive approach to medical image sharing
",3/1/2013,Menlo Park,Cloud Computing,10-Jan,Acquired,600000,image32.com,7.238356164,82891.74868,0,0,5,346,912,123
156,Startup,https://angel.co/company/seratis,Seratis,"
Team transparency platform enabling care coordination for healthcare providers
",4/1/2013,Boston,Communications Infrastructure,10-Jan,Acquired,890000,seratis.com,7.153424658,124415.9326,0,0,5,1,0,2
157,Startup,https://angel.co/company/protocolsioplatform,protocols.io,"
The #1 platform for designing and publishing science methods
",4/1/2013,Berkeley,Biotechnology,Nov-50,Seed,780000,protocols.io,7.153424658,109038.6825,0,0,25,0,0,0
158,Startup,https://angel.co/company/luminate-health,Luminate Health,"
Helping patients access and understand their lab results
",2/1/2015,San Mateo,Digital Health,10-Jan,Seed,1000000,luminatehealth.com,5.315068493,188144.3299,0,0,5,0,0,0
159,Startup,https://angel.co/company/biogeniq-1,BIOGENIQ,"
Provide personalized medicine ecosystem
",9/1/2013,Montreal,Nutrition,10-Jan,Seed,980000,BIOGENIQ.ca,6.734246575,145524.8169,0,0,5,375,394,507
160,Startup,https://angel.co/company/zendyhealth,ZendyHealth,"
Affordable health and dental care, made easy
",10/1/2013,Los Angeles,Finance Technology,10-Jan,Seed,1000000,zendyhealth.com,6.652054795,150329.4893,0,0,5,3926,2667,1837
161,Startup,https://angel.co/company/myhint,myHINT,"
A tool to increase insurance sales
",11/1/2013,New Brunswick,Health and Insurance,10-Jan,Seed,600000,myhint.co,6.567123288,91364.20526,0,0,5,1,1,30
162,Startup,https://angel.co/company/special-learning-inc,"Special Learning, Inc.","
We educate educators and parents on how to successfully teach kids with Autism
",2/1/2015,Chicago,K-12 Education,Nov-50,Seed,575000,special-learning.com,5.315068493,108182.9897,0,0,25,0,0,0
163,Startup,https://angel.co/company/mybesthelper,myBestHelper,"
Find great child, elder and home care - people helping people :)
",10/1/2012,North America,Families,10-Jan,Seed,375000,mybesthelper.com,7.652054795,49006.44468,0,0,5,1066,902,4678
164,Startup,https://angel.co/company/speechtrans-1,SpeechTrans,"
World's Most Advanced Language Translator
",3/1/2012,Lyndhurst,SaaS,Nov-50,Seed,320000,speechtrans.com,8.238356164,38842.70037,0,0,25,7053,4450,129294
165,Startup,https://angel.co/company/gipis,Gipis,"
Personal training plans for runners
",4/1/2012,-,Fitness,10-Jan,Seed,300000,gip.is,8.153424658,36794.35484,0,0,5,3,19,0
166,Startup,https://angel.co/company/evinance,Evinance,"
Personalized Decision Support for Doctors and Patients
",8/1/2012,Montreal,Personal Health,10-Jan,Acquired,392000,evinance.com,7.819178082,50133.14646,0,0,5,27,25,38
167,Startup,https://angel.co/company/vetcloud,VetCloud,"
Using data to transform animal healthcare
",9/1/2012,London,Cloud Management,10-Jan,Seed,400000,vetcloud.co,7.734246575,51718.03046,0,0,5,437,713,307
168,Startup,https://angel.co/company/medko,Medko,"
The World's Doctor-Patient Marketplace
",10/1/2012,San Francisco,Doctors,10-Jan,Seed,250000,medkohealth.com,7.652054795,32670.96312,0,0,5,14,0,15
169,Startup,https://angel.co/company/stillwater-supercomputing,Stillwater Supercomputing,"
Personalized medicine platform
",11/1/2012,San Jose,Bioinformatics,Nov-50,-,250000,stillwater-sc.com,7.567123288,33037.65387,0,0,25,0,0,0
170,Startup,https://angel.co/company/etobb,eTobb,"
Interactive health platform connecting patients & doctors
",12/1/2012,Beirut,Mobile Health,Nov-50,Seed,326500,etobb.com,7.484931507,43620.97365,0,0,25,1,1,0
171,Startup,https://angel.co/company/recovering-me,Recovering(me),"
Khan Academy meets addiction treatment
",1/1/2013,Lexington,Digital Media,10-Jan,Seed,180000,recoveringme.com,7.4,24324.32432,0,0,5,0,0,0
172,Startup,https://angel.co/company/birdhouse,Birdhouse Health,"
Technology, resources & support for the developmental disabilities community
",1/1/2014,Michigan,Mobile Health,10-Jan,Acquired,500000,birdhousehq.com,6.4,78125,0,0,5,0,0,0
173,Startup,https://angel.co/company/carevium-solutions-for-senior-living,Carevium - Solutions for Senior Living,"
Empowering senior facilities, care givers and families
",9/1/2013,Santa Clara,Elder Care,10-Jan,Seed,400000,carevium.com,6.734246575,59397.88446,0,0,5,0,0,0
174,Startup,https://angel.co/company/aries-tco-1,Aries TCO,"
WE HELP YOU GO FROM TECH IDEA TO TECH STARTUP
",10/1/2013,Palm Beach Gardens,Small and Medium Businesses,10-Jan,Series A,360000,ariestco.com,6.652054795,54118.61614,0,0,5,0,0,0
175,Startup,https://angel.co/company/tag-bio,Tag.bio,"
DIY data science in healthtech
",9/1/2014,San Francisco,Big Data Analytics,10-Jan,Seed,250000,tag.bio,5.734246575,43597.70664,0,0,5,0,0,0
176,Startup,https://angel.co/company/sportconnect,SportConnect,"
Engagement platform for sports influencers
",8/1/2015,Palo Alto,Mobile Commerce,10-Jan,Seed,300000,sportconnect.com,4.819178082,62251.27914,0,0,5,259,81,421
177,Startup,https://angel.co/company/covalentcareers,CovalentCareers,"
Career development for healthcare professionals
",3/1/2015,San Diego,Human Resources,Nov-50,Seed,200000,covalentcareers.com,5.238356164,38179.91632,0,0,25,382,399,1529
178,Startup,https://angel.co/company/navialifecare,Navia Life Care,"
AI-enabled voice assistant for doctors
",9/1/2015,Delhi,Mobile Health,Nov-50,Seed,160000,navialifecare.com,4.734246575,33796.2963,0,0,25,0,0,0
179,Startup,https://angel.co/company/gomotive-1,GoMotive,"
Revolutionizing Rehab and Training
",12/1/2015,Seattle,Fitness,10-Jan,Seed,225000,gomotive.com,4.484931507,50167.99023,0,0,5,118,122,217
180,Startup,https://angel.co/company/acrinta,Acrinta,"
Employee Wellness: Making it easier to live better
",4/1/2012,Pittsburgh,Corporate Wellness,10-Jan,Seed,130000,acrinta.com,8.153424658,15944.22043,0,0,5,46,84,6
181,Startup,https://angel.co/company/infometers,Infometers,"
aggregates patient monitoring data, provides a standardized platform
",4/1/2012,Sunnyvale,Mobile Health,10-Jan,Acquired,50000,Infometers.com,8.153424658,6132.392473,0,0,5,0,0,0
182,Startup,https://angel.co/company/i-deed-it,I Deed It,"
creative platform for employee engagement
",1/1/2013,Sofia,Human Resources,10-Jan,Seed,95000,ideedit.com,7.4,12837.83784,0,0,5,0,0,0
183,Startup,https://angel.co/company/kay-technologies,KAY Technologies,"
Real-Time Human Physiology 
",3/1/2013,Palo Alto,Quantified Self,10-Jan,Seed,50000,kaytechnologies.co,7.238356164,6907.645723,0,0,5,0,0,0
184,Startup,https://angel.co/company/entrenaya,EntrenaYa,"
Access to any class at any gym, paying for visit, or a flexible monthly subscription
",4/1/2013,Buenos Aires Province,Fitness,10-Jan,Seed,50000,entrenaya.com,7.153424658,6989.659134,0,0,5,0,0,0
185,Startup,https://angel.co/company/clicky-2,Clickypass,"
Clickypass is a membership program for fitness classes and activities
",2/1/2014,Miami,Fitness,Nov-50,Seed,125000,clickpass.com,6.315068493,19793.92625,0,0,25,0,0,0
186,Startup,https://angel.co/company/lynxfit,LynxFit (Pivot),"
EXPERT & DATA DRIVEN FITNESS
",10/1/2013,Washington DC,Fitness,10-Jan,Seed,70000,lynxfit.com,6.652054795,10523.06425,0,0,5,0,0,0
187,Startup,https://angel.co/company/dravailable-1,DrAvailable,"
Rapid, Efficient access to Physicians 
",11/1/2013,New York City,Doctors,10-Jan,Seed,100000,dravailable.com,6.567123288,15227.36754,0,0,5,0,4,0
188,Startup,https://angel.co/company/medpac-technologies,MedPAC Technologies,"
Web/mobile applications for Long-term and Post Acute Care
",9/1/2014,New Albany,Hospitals,10-Jan,Seed,100000,medpactech.com,5.734246575,17439.08266,0,0,5,0,0,0
189,Startup,https://angel.co/company/nuvenote,Nuvenote,"
Intuitive appointment notes for doctors
",2/1/2014,Paris,Mobile Health,10-Jan,Seed,50000,nuvenote.com,6.315068493,7917.570499,0,0,5,149,470,986
190,Startup,https://angel.co/company/booking-social,Booking Social,"
Appointment Management Software for any Industry(Platform for appointments)
",2/1/2014,Chicago,Restaurants,10-Jan,Seed,50000,bookingsocial.com,6.315068493,7917.570499,0,0,5,0,0,0
191,Startup,https://angel.co/company/runform-com,RUNform.com,"
Automatic video analyses of people in motion using just your smartphone
",4/1/2014,Europe,Fitness,10-Jan,Seed,50000,runform.com,6.153424658,8125.556545,0,0,5,0,0,0
192,Startup,https://angel.co/company/personal-chef-approach,Personal Chef Approach,"
Eat Healthy, Wealthy, & Wise
",2/1/2014,Los Angeles,Lifestyle,10-Jan,Seed,80000,PersonalChefApproach.com,6.315068493,12668.1128,0,0,5,0,0,0
193,Startup,https://angel.co/company/kuveda,Kuveda,"
Big Data Analytics for Cancer Therapeutics
",5/1/2014,San Jose,Therapeutics,10-Jan,Seed,70000,kuveda.com,6.071232877,11529.78339,0,0,5,186,92,228
194,Startup,https://angel.co/company/doctordice-com,Docademic.com,"
Global collaborative communications system exclusively for Doctors
",9/1/2014,Mexico,Doctors,,Seed,150000,Docademic.com,5.734246575,26158.62398,0,0,,0,0,0
195,Startup,https://angel.co/company/sportly-2,SPORTLY,"
the business booster for fitness professionals
",2/1/2015,Klagenfurt,Fitness,10-Jan,Closed,127650,sportly.co,5.315068493,24016.62371,0,0,5,1377,275,82
196,Startup,https://angel.co/company/epifinder,EpiFinder,"
The Google of Modern Medicine
",4/1/2015,Scottsdale,SaaS,Nov-50,Seed,53000,epifinder.com,5.153424658,10284.42318,0,0,25,484,1048,767
197,Startup,https://angel.co/company/bairo,Bairo,"
Redefining healthcare by data
",11/1/2015,Tampa,SaaS,Nov-50,Seed,125000,bairocorp.com,4.567123288,27369.52609,0,0,25,5,5,19
198,Startup,https://angel.co/company/dna-guide,DNA Guide,"
Mapping the Genome
",8/1/2011,San Francisco,Bioinformatics,10-Jan,Seed,25000,dnaguide.com,8.821917808,2833.850932,0,0,5,0,0,0
199,Startup,https://angel.co/company/treatspace,Treatspace,"
Enterprise health networks for practices and hospitals
",2/1/2014,Pittsburgh,Mobile Health,10-Jan,Seed,25000,treatspace.com,6.315068493,3958.785249,0,0,5,560,433,500
200,Startup,https://angel.co/company/visiotech-solutions-1,VisioTech Solutions,"
Smartphone Healthcare
",3/1/2013,Bahawalpur,SaaS,10-Jan,Seed,10000,cloud.visiotechsolutions.com,7.238356164,1381.529145,0,0,5,0,0,0
201,Startup,https://angel.co/company/hcprtc-telehealth-networks,HCPRTC - Telehealth Networks,"
THE FUTURE OF HEALTHCARE DELIVERY AND  WORKFORCE GROUP COLLABORATION
",5/1/2013,San Francisco,Real Time,10-Jan,Seed,35000,HCPRTC.COM,7.071232877,4949.631926,0,0,5,0,0,0
202,Startup,https://angel.co/company/rippedathlete,RippedAthlete,"
Custom Weekly Meal Plans and Shopping Lists
",3/1/2013,New York City,Fitness,10-Jan,Seed,10000,rippedathlete.com,7.238356164,1381.529145,0,0,5,8,7,8
203,Startup,https://angel.co/company/preferral,Preferral,"
Streamlined, Appropriate Referral Scheduling
",3/1/2013,Nashville,SaaS,10-Jan,Seed,23000,WorkMeIn.com,7.238356164,3177.517033,0,0,5,4,0,0
204,Startup,https://angel.co/company/collabobeat,Collabobeat,"
Slack for doctors and their patients, in Oncology
",9/1/2013,Fermo,Mobile Health,10-Jan,Seed,25000,collabobeat.com,6.734246575,3712.367779,0,0,5,278,102,1659
205,Startup,https://angel.co/company/simplifit,SimpliFit,"
Weight Loss for the 21st Century
",11/1/2013,San Francisco,Fitness,10-Jan,Seed,20000,getSimpliFit.com,6.567123288,3045.473509,0,0,5,20,27,28
206,Startup,https://angel.co/company/acorales,Acorales,"
Fitness and Health
",1/1/2014,Irvine,Fitness,10-Jan,Seed,10000,Wandri.com,6.4,1562.5,0,0,5,21,0,7
207,Startup,https://angel.co/company/trinnect,Trinnect,"
Enjoy good health in India
",7/1/2015,Espoo,Mobile Health,10-Jan,Seed,25000,trinnect.fi,4.904109589,5097.765363,0,0,5,3,0,5
208,Startup,https://angel.co/company/drchrono,DrChrono,"
On a mission to fix healthcare
",2/1/2011,Sunnyvale,Medical Devices,51-200,Series A,48725000,drchrono.com,9.317808219,5229234.049,1,1,125,9659,10604,8087
209,Startup,https://angel.co/company/seamless-medical-systems,Seamless Medical Systems,"
iPad patient registration and health information platform for use in medical practices
",8/1/2011,Santa Fe,Healthcare,10-Jan,-,3000000,seamlessmedical.com,8.821917808,340062.1118,1,0,5,0,0,0
210,Startup,https://angel.co/company/fit3d,Fit3D,"
Using 3D scanners, resulting data, and predictive AI solutions to solve massive problems
",2/1/2013,San Mateo,Fitness,Nov-50,Seed,5390000,fit3d.com,7.315068493,736835.206,1,0,25,1447,3944,1513
211,Startup,https://angel.co/company/wildflower-health,Wildflower Health,"
Mobile programs that make healthcare smarter
",12/1/2012,San Francisco,Mobile Health,Nov-50,Series B,5100000,wildflowerhealth.com,7.484931507,681368.9605,1,0,25,0,0,0
212,Startup,https://angel.co/company/medicast,Medicast,"
Care on-demand platform for hospitals and health systems (ACQUIRED)
",2/1/2013,Silicon Valley,Mobile Health,10-Jan,Acquired,1940000,medicast.com,7.315068493,265205.9925,0,0,5,1189,736,827
213,Startup,https://angel.co/company/opencare,Opencare.com,"
Find a top-rated dentist in minutes
",4/1/2013,San Francisco,Online Reservations,Nov-50,Seed,24550000,opencare.com,7.153424658,3431922.635,1,1,25,0,0,0
214,Startup,https://angel.co/company/acupera,Acupera,"
Population Health Platform
",3/1/2013,San Francisco,Health Care Information Technology,Nov-50,Series A,4000000,acupera.com,7.238356164,552611.6578,1,0,25,131,337,648
215,Startup,https://angel.co/company/act-md,Activate Care,"
It takes a community
",8/1/2014,Boston,Health Care Information Technology,Nov-50,Series A,8400000,activatecare.com,5.819178082,1443502.825,1,0,25,0,0,0
216,Startup,https://angel.co/company/wecounsel,WeCounsel,"
Telemedicine Software Service With An Emphasis In Mental Health
",5/1/2013,Chattanooga,Mental Health,10-Jan,Series A,4400000,wecounsel.com,7.071232877,622239.4421,1,0,5,1512,1616,2717
217,Startup,https://angel.co/company/rise-2,Rise,"
Affordable & effective 1:1 nutrition coaching
",10/1/2013,San Francisco,,10-Jan,Acquired,2300000,rise.us,6.652054795,345757.8254,1,0,5,2290,289,2404
218,Startup,https://angel.co/company/goodmouth,GoodMouth,"
Oral Care. Delivered
",6/1/2014,New York City,Subscription Businesses,10-Jan,Seed,1005000,goodmouth.com,5.98630137,167883.2952,0,0,5,3,2,15
219,Startup,https://angel.co/company/8fit,8fit,"
Building healthy habits for life
",2/1/2014,Berlin,Fitness,51-200,Series A,9500000,8fit.com,6.315068493,1504338.395,1,0,125,3989,557,3580
220,Startup,https://angel.co/company/limelight-health,Limelight Health,"
Underwriting & Rating platform for the Employee Benefits Industry
",3/1/2014,Des Moines,Insurance,51-200,Series B,44210000,limelighthealth.com,6.238356164,7086802.811,1,1,125,0,0,0
221,Startup,https://angel.co/company/i-human-patients,i-Human Patients,"
",3/1/2016,Sunnyvale,Education Technology,Nov-50,Series A,2000000,i-human.com,4.235616438,472186.2872,0,0,25,0,0,0
222,Startup,https://angel.co/company/docsapp,DocsApp,"
Making quality healthcare easily accessible to over a billion people! 
",10/1/2015,Bengaluru,Artificial Intelligence,201-500,Series A,8400000,docsapp.in,4.652054795,1805653.71,1,0,350,23,67,94
223,Startup,https://angel.co/company/chai,Chai,"
A biological testing lab on your desktop
",12/1/2014,Santa Clara,Medical Devices,Nov-50,Seed,5000000,chaibio.com,5.484931507,911588.4116,1,0,25,338,209,7743
224,Startup,https://angel.co/company/careskore-1,CareSkore,"
Personalized Population Health Management
",1/1/2015,San Francisco,Predictive Analytics,Nov-50,Seed,4300000,careskore.com,5.4,796296.2963,1,0,25,353,906,1296
225,Startup,https://angel.co/company/aira,Aira,"
Visual Interpreter
",5/1/2015,San Diego,Assisitive Technology,Nov-50,Seed,4080000,aira.io,5.071232877,804538.0875,1,0,25,2367,777,2705
226,Startup,https://angel.co/company/doctorbase-acquired-by-kareo,DoctorBase (acquired by Kareo),"
Patient Engagement Software
",12/1/2010,San Francisco,Heathcare,Nov-50,Seed,1000000,DoctorBase.com,9.487671233,105399.9422,0,0,25,0,0,0
227,Startup,https://angel.co/company/datagenno,DataGenno,"
Portal for health care professionals and patients
",3/1/2011,Chicago,Pharmaceuticals,10-Jan,Seed,600000,datagenno.com,9.24109589,64927.36436,0,0,5,61,34,1
228,Startup,https://angel.co/company/sickweather,Sickweather,"
Waze for sickness
",11/1/2011,Baltimore,Mobile Health,10-Jan,Seed,870000,sickweather.com,8.569863014,101518.5422,0,0,5,3409,941,6094
229,Startup,https://angel.co/company/speechtrans-1,SpeechTrans,"
World's Most Advanced Language Translator
",3/1/2012,Lyndhurst,SaaS,Nov-50,Seed,320000,speechtrans.com,8.238356164,38842.70037,0,0,25,7053,4450,129294
230,Startup,https://angel.co/company/evinance,Evinance,"
Personalized Decision Support for Doctors and Patients
",8/1/2012,Montreal,Personal Health,10-Jan,Acquired,392000,evinance.com,7.819178082,50133.14646,0,0,5,27,25,38
231,Startup,https://angel.co/company/vetcloud,VetCloud,"
Using data to transform animal healthcare
",9/1/2012,London,Cloud Management,10-Jan,Seed,400000,vetcloud.co,7.734246575,51718.03046,0,0,5,437,713,307
232,Startup,https://angel.co/company/nursebuddy,NurseBuddy,"
Coordinate healthcare at home
",5/1/2013,Tampere,Mobile Health,10-Jan,Seed,888000,nursebuddy.co,7.071232877,125579.2329,0,0,5,0,7,2
233,Startup,https://angel.co/company/medlio,Medlio,"
Medlio alleviates the pain of visiting the doctor
",2/1/2013,Durham,Mobile Payments,10-Jan,Seed,250000,medl.io,7.315068493,34176.02996,0,0,5,858,1067,4158
234,Startup,https://angel.co/company/meludia,Meludia,"
Musical Brain Training
",8/1/2013,Paris,Music Education,Nov-50,Seed,888350,meludia.com,6.819178082,130272.2981,0,0,25,0,3,3
235,Startup,https://angel.co/company/you-app,Fifth Corner Inc.,"
Wellbeing and performance coaching for modern organizations
",3/1/2013,Helsinki,B2B,10-Jan,Seed,550000,fifthcornerinc.com,7.238356164,75984.10295,0,0,5,0,0,0
236,Startup,https://angel.co/company/image32,image32,"
A disruptive approach to medical image sharing
",3/1/2013,Menlo Park,Cloud Computing,10-Jan,Acquired,600000,image32.com,7.238356164,82891.74868,0,0,5,346,912,123
237,Startup,https://angel.co/company/luminate-health,Luminate Health,"
Helping patients access and understand their lab results
",2/1/2015,San Mateo,Digital Health,10-Jan,Seed,1000000,luminatehealth.com,5.315068493,188144.3299,0,0,5,0,0,0
238,Startup,https://angel.co/company/carevium-solutions-for-senior-living,Carevium - Solutions for Senior Living,"
Empowering senior facilities, care givers and families
",9/1/2013,Santa Clara,Elder Care,10-Jan,Seed,400000,carevium.com,6.734246575,59397.88446,0,0,5,0,0,0
239,Startup,https://angel.co/company/zendyhealth,ZendyHealth,"
Affordable health and dental care, made easy
",10/1/2013,Los Angeles,Finance Technology,10-Jan,Seed,1000000,zendyhealth.com,6.652054795,150329.4893,0,0,5,3926,2667,1837
240,Startup,https://angel.co/company/at-peak-resources,At Peak Resources,"
Digital Health and Wellness
",11/1/2013,New York City,Teenagers,10-Jan,Seed,500000,atpeaksports.com,6.567123288,76136.83771,0,0,5,0,0,0
241,Startup,https://angel.co/company/tome-software,Tome Software,"
Innovation for the Internet of Things
",7/1/2014,Royal Oak,Corporate Wellness,Nov-50,Seed,250000,tomesoftware.com,5.904109589,42343.38747,0,0,25,0,0,0
242,Startup,https://angel.co/company/sportconnect,SportConnect,"
Engagement platform for sports influencers
",8/1/2015,Palo Alto,Mobile Commerce,10-Jan,Seed,300000,sportconnect.com,4.819178082,62251.27914,0,0,5,259,81,421
243,Startup,https://angel.co/company/motispark,MotiSpark,"
Personalized video nudges that keep people motivated
",4/1/2015,Los Angeles,Mental Health,10-Jan,Seed,225000,MotiSpark.com,5.153424658,43660.28708,0,0,5,55,247,203
244,Startup,https://angel.co/company/gomotive-1,GoMotive,"
Revolutionizing Rehab and Training
",12/1/2015,Seattle,Fitness,10-Jan,Seed,225000,gomotive.com,4.484931507,50167.99023,0,0,5,118,122,217
245,Startup,https://angel.co/company/acrinta,Acrinta,"
Employee Wellness: Making it easier to live better
",4/1/2012,Pittsburgh,Corporate Wellness,10-Jan,Seed,130000,acrinta.com,8.153424658,15944.22043,0,0,5,46,84,6
246,Startup,https://angel.co/company/icare-intelligence,iCare Intelligence,"
Healthcare Analytics for Healthplans and ACOs
",9/1/2012,Miami,Risk Management,10-Jan,Seed,100000,icareintelligence.com,7.734246575,12929.50762,0,0,5,0,0,0
247,Startup,https://angel.co/company/i-deed-it,I Deed It,"
creative platform for employee engagement
",1/1/2013,Sofia,Human Resources,10-Jan,Seed,95000,ideedit.com,7.4,12837.83784,0,0,5,0,0,0
